esp,ing
Más o menos 300 kilómetros.,About 300 kilometers
Hay algunos conciertos?,Are there any concerts?
Estás aquí solo?,Are you here alone?
Estás trabajando hoy?,Are you working today?
Lo más rápido possible.,As soon as possible
A las tres en punto,At 3 o'clock
A la calle quinta.,At 5 th street
Te puedo ayudar?,Can I help you?
Puedes arreglar esto?,Can you fix this?
Me puedes ayudar?,Can you help me?
Ten un buen viaje.,Have a good trip
Ha roto una ventana.,He broke the window
Le gusta mucho.,He likes it very much
Necesita nueva ropa.,He needs some new clothes
Aquí está tu ensalada.,Here is your salad
Este es mi número.,Here's my number
Es muy trabajador.,He's very hard working
¿Cómo está ella?,How is she?
¿Cuántas personas?.,How many people?
No te escucho.,I can't hear you
No lo quiero.,I don't want it
No quiero eso.,I don’t want that
Tuve un accidente.,I got in an accident
He perdido mi reloj.,I lost my watch
Necesito irme ahora.,I need to go now
Quería un cuarto.,I'd like a room
Llamaré más tarde.,I'll call back later
Volveré más tarde.,I'll come back later
Tengo 26 años.,I'm 26 years old
Estoy viniendo ahora.,I'm coming right now
Voy a dormir.,I'm going to bed
Voy a irme.,I'm going to leave
No voy a ir.,I'm not going
Te estoy esperando.,I'm waiting for you
Yo también estoy preocupado.,I'm worried too
Viene alguien más?,Is anyone else coming?
Toda está bien?.,Is everyything ok?
Está John aquí?, Is John here? 
Está bien eso?.,Is that ok?
Depende del tiempo.,It depends on the weather
Llovió fuertemente hoy.,It rained very hard today
Llegaré dentro de poco.,It will arrive shortly
Son las 8.45.,It's 8.45
Macho o hembra?.,Male or female?
Más de 200 millas.,More than 200 miles
Mi hija está aquí.,My daughter is here
Mi amigo es Americano.,My friend is American
Mi equipaje está perdido.,My luggage is missing
Mi hijo estudia computadores.,My son studies computers
Me duele la garganta.,My throat is sore
Te crees eso?,Do you believe that?
Tienes otro?,Do you have another one?
Tienes café?,Do you have any coffe?
Necesitas algo más?,Do you need anything?
Juegas al baloncesto?,Do you play basketball?
Vendes pilas?,Do you sell batteries?.
Por cuántas noches?,For how many nights?
Desde aquí hasta allí,From here to there.
Es muy molestoso.,He's very annoying.
Es muy famoso.,He's very famous.
Soy un Americano.,I'm an American.
No estoy ocupado.,I'm not busy.
No estoy casado.,I'm not married.
No estoy seguro.,I'm not sure.
Déjame pensar.,Let me think about it.
Escribelo por favor.,Please write it down.
Te veo esta noche.,See you tonight.
Perdona por molestarte.,Sorry to bother you.
Esta bien/no importa.,That's alright.
Ya/eso es todo.,That's it.
No es justo.,That's not fair.
No esta bien.,That's not right.
Eso es demasiado.,That's too many.
Eso es demasiado.,That's too much.
Estan muy ocupados.,They're very busy.
Esto no funciona.,This doesn't work.
Eres muy simpatico.,You're very nice.
Eres muy listo.,You're very smart.
Vale venga me parece bien,Alright then!
¡Me largo!,I’m off!
¡Qué horror!,That’s awful!
Es el último grito/moda,Is cutting edge
Es una estafa,It’s a rip off
¡Cálmate!,Keep you hair on!
Más o menos,Kind of/Give or take
Borrón y cuenta nueva,Kiss and make up
No importa (tono amable),Never mind
No vale una mierda,Not worth a shit
Según las apariencias,On the face of it
Una y otra vez,Over and over again
¡Está chupado!,Piece of cake!
Hablando de lo cual…,Speaking of which
Deja de hacer el tonto,Stop Messing around
Eso es muy cutre,That’s quite dodgy
Ser un capullo/gilipollas,To be a cunt
Querer un polvo,To be down to fuck
Estar colocado/ciego/borracho,To be high/stone
Estar feliz contento,To be over the moon
Estar bastante borracho,To be wasted/blackout/legless
Para ir tirando/Para arreglárselas,To get by
Estar de morros,To have the face…
Darle una paliza a alguien,Beat someone up
¡Menudo follón!,What a palaver!
Ten cuidado conduciendo.,Be careful driving.
No te preocupes.,Don’t worry.
Todos lo saben.,Everyone knows it.
Todo esta listo.,Everything is ready.
Viene pronto.,He’s coming soon.
No entiendo.,I don’t understand.
Me siento bien.,I feel good.
Me gusta ella.,I like her.
Hace mucho tiempo.,A long time ago
Son iguales?,Are they the same?
A qué hora?,At what time?
Puedes mostrarme?,Can you show me?
Dame el bolígrafo.,Give me the pen
Es un Americano.,He's an American
Es un Ingeniero.,He's an Engineer
Es muy molestoso.,He's very annoying
Es muy famoso.,He's very famous
Y el Sábado?,How about Saturday?
No me importa.,I don't care
No lo se.,I don't know
No es nada.,I don't mind
No creo.,I don't think so
Tengo una reserva.,I have a reservation
Tengo dos hermanas.,I have two sisters
Vivo en California.,I live in California
Hice un error.,I made a mistake
Hice una tarta.,I made this cake
Necesito un doctor.,I need a doctor
Necesito otra llave.,I need another key
Necesito unos pañuelos.,I need some tissues
Hablo dos lenguas.,I speak two languages
Me fio de tí.,I trust you
Quiero comprar algo.,I want buy something
Volveré enseguida.,I'll be right back
Lo tomaré yo.,I'll take it
Soy un principiante.,I'm a beginner
Soy un profesor.,I'm a teacher
Soy un americano.,I'm an American
Soy de América.,I'm from America
Estoy de broma.,I'm just kidding
Solo estoy mirando.,I'm just looking
Me voy mañana.,I'm leaving tomorrow
No tengo miedo.,I'm not afraid
No soy americano.,I'm not American
No estoy ocupado.,I'm not busy
No estoy casado.,I'm not married
No estoy seguro.,I'm not sure
Estoy muy ocupado.,I'm very busy
Hace calor?.,Is it hot?
Está lloviendo?.,Is it raining?
Está listo?.,Is it ready?
Son 17 dólares.,It's 17 dollars
Está muy caliente.,It's really hot
Es demasiado tarde.,It's too late
Es muy importante.,It's very important
Hace mucho viento.,It's very windy
He estado aquí.,I've been there
Lo he visto.,I've seen it
Más de eso.,More of that.
Me duele la tripa.,My stomach hurts
Nevó ayer?,Did it snow yesterday?
Oyes eso?,Do you hear that?
Vendes medicina?,Do you sell medicine?
Hablas ingles?,Do you speak English?
Estudias ingles?,Do you study English?
No hagas eso,Don't do that.
No te preocupes.,Don't worry.
No entiendo.,I don't understand.
Solo un poco.,Just a little.
Solo un momento.,Just a moment.
Mas de eso.,More than that.
Toma un riesgo.,Take a chance.
Muchas gracias.,Thank you very much.
Gracias por todo.,Thanks for everything.
Eso queda genial.,That looks great.
Eso huele mal.,That smells bad.
Esta bien/vale.,That's fine.
Que lastima.,That's too bad.
Son iguales.,They're the same.
¡Suerte!,Break a leg!
Gracias de todos modos,Thanks anyway!
Lo que sea (resignado),Whatever
A quién le importa,Who cares!
Resulta que…,It turns out that
Yo tampoco (informal),Me neither
Cuidado con el hueco,Mind the gap
Para mi desgracia,Much to my dismay
Culpa mía (USA),My bad
¡Madre mía!,My goodness!
No es por nada,Not for nothing
No es asunto mío,Not my bussiness
Lloviendo a cantaros,Raining cat and dogs
Vergüenza debería darte,Shame on you!
Darle a la lengua,Shoot the breeze
Cuanto más mejor,The more the merrier
Cuanto antes mejor,The sooner the better
Ser un capullo,To be a bellend
Dudar,To be/sit on the fence
Tragarse el orgullo,To chew the carpet
Tirarse un pedo,To cut the cheese
Colgar (teléfono),To hang up
Tener una discusión,To have an argue
Dar una cabezadita,To have forty winks
Mantener a raya,To keep at bay
Hacer un recado,To run an errand
En resumen…,To sum up…
¡Tú molas!,You rock!
Tiene razon.,He’s right.
Como estas?,How are you?
Corre! Date prisa!,Hurry!
Pago yo.,I’ll pay.
Te quiero.,I love you.
Tengo frio.,I’m cold.
Estoy feliz.,I’m happy.
Tengo hambre.,I’m hungry.
Estoy casado.,I’m married.
Tengo sed.,I’m thirsty.
Es bastante?,Is that enough?
Tienes miedo?,Are you afraid?
Eres americano?,Are you American?
Estás ocupado?,Are you busy?
Estás cómodo?,Are you comfortable?
Tiene hambre?,Are you hungry?
Estás casado?,Are you married?
Estás bien?,Are you okay?
Estás listo?,Are you ready?
Estás enfermo?,Are you sick?
Estás seguro?,Are you sure?
La empresa va bien,Business is good
Llama a la policia,Call the police
Puedes nadar?,Can you swim?
Buenas tardes señor.,Good evening Sir
¿Llegaste?,Have you arrived?
¿Cuántos?.,How many?
No comprendo.,I don't understand
Me siento bien.,I feel good
Estoy resfriado.,I have a cold
Me gusta ella.,I like her
Creo que sí.,I think so
Te enseñaré.,I'll teach you
Soy autónomo.,I'm self-emplyed
En 30 minutos.,In 30 minutes
Está cerca?,Is it nearby?
Es posible?,Is it possible?
No?.,Isn't it?
Es delicioso!.,It's delicious
Está allí.,It's over there
El tercero de Junio.,June 3rd
Solo un poco.,Just a little
Solo un momento.,Just a momento
Vamos a compartir.,Let's share
No te preocupes,Don't worry.
Todos lo saben,Everyone knows it.
Todo está listo,Eveything is ready.
La fecha de caducidad,Expiration date.
Tiene razón.,He's right.
Pago yo.,I'll pay.
Tengo frio.,I'm cold.
Estoy feliz.,I'm happy.
Tengo hambre.,I'm hungry.
Estoy casado.,I'm married.
Tengo sed.,I'm thirsty.
Déjame ver.,Let me check.
No es nada.,Never mind.
La próxima vez.,Next time.
No-gracias.,No-thank you.
Hasta luego.,See you later.
Hasta mañana.,See you tomorrow.
Es bonita.,She's pretty.
Llevalo fuera.,Take it outside.
Gracias señorita.,Thank you miss.
Gracias senor.,Thank you sir.
Ya basta.,That's enough.
Si-de verdad.,Yes-really.
Eres bonita.,You're beautiful.
¡Anímate!,Cheer up!
¡Mierda!,Damn it!
Es una mierda,It’s bullshit
No vale nada,It’s worthless
Resumiendo…,Long story short…
¡Cuidado!,Look out!
Alégrame el día,Make my day
Mientras tanto,Meanwhile/In the meantime
Yo tampoco,Nor/neither do I
Te veo luego,See you anon
¡Cállate!,Shut up!
Otra vez será,Some other time
Empezar de cero,Start from scratch
Tómatelo con calma,Take it easy
Gracias por adelantado,Thanks in advance
"Cynthia no puede pensar que la engañarías.","Cynthia can't think you'd cheat on her."
"No quiero esperar a que aparezca una solución milagrosa algún día","I do not want to hang around waiting for miracle solutions some other day."
¡Cuidado!,Watch out!
Estamos en paz,We’re even
"Ahora lo puedo tomar a risa, pero todavía me enojo cuando pienso qué difícil era hacer que todo el mundo se llevara bien","Now I can laugh it off, but I still get mad when I think about what a drag it was to try to make everyone get along. "
"Está bellamente proporcionado y sigue siendo sin duda el rascacielos más elegante del mundo.","It is beautifully proportioned and remains without doubt the world's most elegant skyscraper."
Nunca se sabe,You never know
Estás bueno/a,You’re hot
Ten cuidado.,Be careful.
Buena idea.,Good idea.
Ya comí,I ate already.
Lo se.,I know.
Todo el día.,All day
Y tú?,And you?
Algo más?,Anything else?
Ten cuidado conduciendo,Be careful driving
Detrás del banco,Behind the bank
Llamame.,Give me a call
Sigue recto.,Go straight ahead
Aquí está.,Here it is
Aquí tienes.,Here you are
Tiene razón.,He's right
Estoy de acuerdo.,I agree
Ya comí.,I ate already
Te creo.,I believe you
No me acuerdo.,I forget
Me rindo.,I give up
Tengo dinero.,I have Money
Me gusta.,I like it
Te quiero.,I love you
Ahora comprendo.,I understand now
Pago yo.,I'll pay
Tengo 32.,I'm 32
Soy americano.,I'm American
Estoy aburrido.,I'm bored
Tengo frío.,I'm cold
Estoy lleno.,I'm full
Estoy bien.,I'm good
Tengo hambre.,I'm hungry
Estoy perdido.,I'm lost
Estoy casado.,I'm married
Estoy bien.,I'm ok
Estoy listo.,I'm ready
Estoy enfermo.,I'm sick
Estoy soltero.,I'm single
Tengo sed.,I'm thirsty
Estoy cansado.,I'm tired
Duele aquí.,It hurts here
Está aquí.,It's here
Es mío.,It's mine
Está bien.,It's ok
Está lloviendo.,It's raining
Está allí.,It's there
Dejame ver.,Let me check
Fumas?,Do you smoke?
Entiendes?,Do you understand?
Recentemente no.,Not recently.
Todavía no.,Not yet.
Nada más.,Nothing else.
Aqui mismo.,Right here.
Allí mismo.,Right there.
Cuenta conmigo,Count me in
Qué pena,What a shame
"Sí, él era completamente así.","Yes, he was altogether like that."
"Este es un ritmo fantástico, así que mantengámoslo.","This is a fantastic rate, so let us keep it up."
"Si ya instaló un programa antivirus en su equipo, es importante mantenerlo actualizado.","If you have already installed an antivirus program on your computer, it's important that you keep it up to date."
A lo mejor.,Maybe
No me extraña,No wonder
No está mal,Not Bad
De verdad?,Really?
"Si suena la campana, ¿por qué deberíamos correr?","If the bell rings, why should we run?"
Hasta la vista,So long
Piénsalo dos veces,Think twice
"Nos llevamos muy bien.","We get along really good."
Qué pena,What a pity
"Qué pena de discusión de la que he sido testigo en los últimos días.","What a pity about the haggling I have witnessed over recent days."
"El médico vendrá a hablar con usted en unos minutos.","The doctor will be in to talk to you in a few minutes."
"Con el poco dinero muy ahorrado él empezo su negocio.","With very little money saved he went out on his own."
Buenas tardes.,Good afternoon
Buena idea.,Good idea
Buena suerte.,Good luck
"Memon no reconoció a su hijo ni sus palabras.","Memon did not acknowledge his son or his words."
Lo sé.,I know
Me acuerdo.,I remember
Vamos.,Let's go
Cada semana,Every week.
Claro.,Of course.
OK/vale.,Okay.
Dime.,Tell me.
Gracias.,Thank you.
Pruebalo.,Try it.
Ya lo creo,Indeed
Del revés,Inside out
"because if he doesn't change, he will keep dreaming about the same things","because if he doesn't change, he will keep dreaming about the same things."
"Ahora quiero pasar al penúltimo punto: el Tratado Constitucional","I turn now to my last but one point: the Constitutional Treaty."
"Nunca más podrá decir que nunca tuvo la oportunidad de hacer algo especial en su vida.","Never again can you say you never had a chance to do something special in your life."
"No lo pensé dos veces!","It was a no brainer! "
"porque esa es la razón por la que vuelven a tu casa en el primer lugar y no para una carga de chi-chi y falsas tonterías","because that's the reason they're coming to your home in the first place and not for a load of chi-chi and phony-baloney."
"Las razones citadas son, por supuesto, completas tonterías.","The cited reasons are, of course, complete baloney."
"¿Insiste en una mesa de vidrio o está dispuesto a conformarse con plástico duradero?","Do you insist on a glass tabletop, or are you willing to make do with durable plastic?"
"Tenía que aprender a hacer su propia ropa o arreglárselas.","She either had to learn how to make her own clothes or make do."
"Era imposible distinguir lo que quería.","It was impossible to make out what he wanted."
"Muchos cometen errores la primera vez que salen.","Many do make mistakes their first time out."
"Los diseños de las habitaciones familiares han evolucionado desde los días de las alfombras de pelo largo y las paredes con paneles de madera.","Family room designs have evolved from the days of shag rugs and wood paneled walls."
"Cuidado con este ejercicio de rodillas.","Be careful with this exercise on your knees."
Claro!,Certainly!
"Ciertamente ella había estado bajo mucho estrés.","Certainly she had been under a lot of stress."
Salud!,Cheers!
"¡Saludos a Paul Robson por presentar su excelente nueva versión!","Cheers to Paul Robson for submitting his excellent new remake!"
Ven aquí,Come here
"Si él está aquí, ¿puedes venir tú también?","If he's here, can you come here, too?"
"Para comprender este problema, considere nuestra relación con el conocimiento a lo largo de los siglos.","To understand this problem, consider our relationship with knowledge over the centuries."
Perdoname,I'm sorry
"De hecho, sentí un poco de pena por ella.","I actually felt a little sorry for her."
"Te ruego que me disculpe, ¡disculpe!","I beg you to excuse me, excuse me!"
"Dondequiera que voy me siguen.","Everywhere I go they follow me."
"Si vuelvo a escuchar estas tonterías, te enviaré fuera de los muros para que te ocupes personalmente de este lío.","If I hear this nonsense again, I'll send you outside the walls to deal with this mess personally."
"A veces me pregunto si alguna vez dejaré de ver eso.","Sometimes I wonder if I'll ever stop seeing that."
"¿Pasó algo anoche?","Anything happen last night?"
"Cualquier cantidad de dinero puede atraer a un periodista a escribir cualquier cosa, incluido el chantaje.","Any bit of money can lure a journalist to write anything, including blackmail."
"Pensé que podría recibir un beso de Abi.","I thought I might get a snog from Abi."
"Lo que se buscaba era una dicción clara, no una 'voz elegante'.","Clear diction, not a 'posh voice', was what was wanted."
"Era su turno de estar tranquila.","It was her turn to be quiet."
"Let me call them.","Let me call them."
"Estás haciendo un gran trabajo.","You're doing a great job."
"Pero hiciste todo lo posible para ayudarla.","But you went to great lengths to help her."
"Esa última noche fue tan deliciosa que el niño nunca la olvidará mientras viva.","That last evening was so delightful that the boy will never forget it as long as he lives."
"El ensayo del estudiante estaba mal escrito. Además, era demasiado corto.","The student’s essay was badly written. Moreover, it was too short."
